My only suggestion would be to split it up into two courses as I sometimes felt rushed with different aspects of the material.,-1
I think the material taught could use a little adjusting.,-1
too bad this isn't really anonymous.,-1
I thought a little too much focus was on cryptographic techniques.,-1
I think the second half of the course covered too many different topics and consequently did not provide enough detail about specific topics to develop a practical understanding of the material.,-1
My only complaint is that at times the workload for the course was a little heavy.,-1
The worst teacher I ever seen,-1
He behaves with students cruely,-1
do not have knowledge of the subject given her to teach,-1
do not take efforts to improve teaching,-1
he does not take any lecture,-1
he gives only assignments.,-1
he only share thoughts not related to subjects,-1
she demotivate us all time,-1
she always tells that this course is of no use.,-1
he motivate us to achieve our goal,-1
he is not good in teaching,-1
He is not interested in taking practicals at all,-1
He never clears our doubts,-1
He do not communicate well,-1
They make others feel dumb,-1
He is arrogant,-1
He behave as he is forced to do this,-1
his classes are boring,-1
he does not speak loudly,-1
he is moody,-1
he is not punctual,-1
I liked how the professor really got to know the names of all of his students.,0
No graded homework.,0
Maybe teaching different ways to do certain things.,0
It was tough not knowing my grade all semester.,0
Though I do realize that student absences can really mess this up.,0
I also liked that one exam was dropped.,0
He is the bomb.,0
On top of that he was very accommodating with the difficulty I was having in my personal life so that was extremely wonderful.,0
No one can teach this module better!,0
Lecturing style is enganging.,0
Didn't go too fast.,1
went through each problem thoroughly.,1
He gave good examples of the problems.,1
He gives students the direct questions from the exams as homework questions so you are prepared for what he will ask.,1
He seemed to care and help out every student in the classroom as apposed to ignoring those not doing so well.,1
He taught the course very well.,1
actually found ways to make calculus not super boring.,1
Was good at doing lots of examples and walking through problems slowly step by step to make sure we understood.,1
He was very enthusiastic about what he taught.,1
His feedback to students was terrific and he was genuinely concerned with how students did in the class.,1
I like his ability to communicate exactly what he thinks.,1
He took time out to fully memories and was there to meet the students' needs.,1
The day before any in-class exams McFarland would extend his office hours so that his students could ask him any final questions.,1
Overall professor McFarland was an amazing professor and really cared for his students.,1
I liked how the web quizzes / tests were similar to the test / quiz in class.,1
I liked that the instructor was interactive with the class and he was very enthusiastic about the subject.,1
I liked that what was on the exams was problems taken from the text.,1
I also liked how the professor included everybody in class discussions.,1
I liked the course work and the way he structured tests and quizzes.,1
I liked the way the exams and practice quizzes were set up.,1
I also enjoyed the way he taught.,1
No homework multiple examples for each concept.,1
Professor was very thorough about what he taught.,1
Taught very clearly and was transparent about the subject.,1
The extra information.,1
The instructor was very intelligent and knew a lot about the subject and the other the other subject the connected to the course.,1
The online web based quizzes were very helpful and an easy way to prepare for the paper tests and quizzes.,1
The instructor's website was beneficial.,1
The professor was very interesting.,1
The questions shows in class.,1
The syllabus was accurate throughout the course.,1
the in class examples were well explained and included the students to participate.,1
I have no changes to the course.,1
The instructor is doing a great job.,1
I liked everything about this course.,1
More clear lessons.,1
I enjoyed gaining a greater knowledge and the strategies,1
I enjoyed the class thoroughly.,1
I loved that he was always very involved with a lot of things we were doing.,1
Interesting learning.,1
It was information I didn't know at all.,1
It was nice to get to know good things and improve throughout the semester.,1
The class environment was friendly and condusive to learning.,1
The professor clearly cared about the subject.,1
The requirements were clear.,1
It was exciting course.,1
The instructor did a wonder job teaching the material and allowed for outside thought to be heard and considered.,1
He made the course very enjoyable and treated all of his students will respect.,1
it was a very hands on course.,1
by being able to practice and not just be taught it really got me interested in and outside of class.,1
the instructors sense of humor also never failed to brighten up the class and cheer me up.,1
loved the course.,1
I think it's just fine as is.,1
The course felt very geared toward beginners. There's nothing wrong with that as I understand that people are at different levels of experience.,1
I recommend him because in his class you are always learning new things.,1
congratulations Ken and thanks for teaching in way different from the rest.,1
this is something that inspires.,1
The class was fantastic.,1
The exams were well made and portioned appropriately.,1
The instructor was funny knowledgeable and willing to help students.,1
The class material was splendid and made the class enjoyable overall.,1
I would strongly recommend this instructor to any other student.,1
I really enjoyed this class.,1
I liked the in-class demos / examples to help remember the material.,1
It was a nice reward for working hard throughout the semester.,1
I would recommend Eric as an instructor to those looking to take this course.,1
i enjoyed that eric was pretty funny and tried to keep things interesting and he was very honest when we were going through slides that were boring.,1
People fight to take this class because Eric teaches it.,1
The material is hard and so much time has to be put into it in order to do well in the class - but it's worth it.,1
Being able to go to a class with someone who knows and cares about the material so much is a blessing.,1
He is the best.,1
No matter what subject he teaches his class wants to learn.,1
Give this man a raise.,1
He's absolutely awesome at teaching but sometimes the course matter seems a little bit rushed.,1
I thought this class was fantastic.,1
It was definitely my favorite class this semester.,1
I thought the course matter was interesting and Eric was a very good teacher.,1
He was entertaining and engaged and he always communicated things in a clear way.,1
If he did go through things too fast for some people he would always go back and make sure to clarify any confusion.,1
He was an awesome professor!! The class was kind of hard but Eric made it entertaining.,1
He was great.,1
Exams are hard but class was entertaining.,1
Eric Egan brings enthusiasm and experience to every lecture that he gives.,1
He is very approachable and understanding and always keeps an open line of communication with his students.,1
Eric was very into his class and made it very enjoyable.,1
He was very knowledgable about the material and although it could be a little bit boring he made it easy to pay attention and grasp the concepts.,1
By far one of the best instructors I have had.,1
I wish I could provide constructive criticism but I can't.,1
Absolutely fantastic.,1
By far the best teacher I have had here.,1
He makes you want to come to class to learn about some pretty straightforward material.,1
I recommend this class to all majors because of his teaching.,1
I learned a great deal and exams were even challenging and fair to everyone.,1
He is responsive to emails and questions in a timely manner.,1
great teacher - great class.,1
You could tell he genuinely cared about making the material interesting and comprehensible to everyone.,1
Great attitude about teaching highly recommended.,1
Professor Egan is one of the best professors I've ever had in my life.,1
He explains things so well and doesnt move on until students really understand things.,1
He goes out of his way to help students.,1
answers emails promptly.,1
his office hours are very flexible.,1
holds review sessions.,1
Another positive is that he was able to easily make dry material interesting because he is so funny.,1
He has several tricks / stories to help us remember information more easily.,1
This was one of my favorite neuroscience classes I've ever taken and I owe that to Professor Egan.,1
Such an amazing lecturer! Definitely deserved the outstanding GTA award.,1
he is really fair with grading.,1
Professor Egan is a fantastic instructor.,1
He does his best to keep the material and learning environment entertaining and interesting.,1
He always is upbeat and has great chemistry with his students.,1
The material was well presented and correlated well with the textbook.,1
I would recommend him for any student interested in the field.,1
Extremely funny which made class more interesting and I was more willing to attend.,1
I'm thrilled that I am taking another course with him next semester!.,1
I adored having Eric as a lecturer! He is a genuinely good scholar who cares a lot about the success of his students.,1
He was always able to meet with me when I needed to look at my previous exams or talk about something I didn't understand.,1
He tried his best to make even the most dull information exciting.,1
Eric you're the best.,1
I LOVED YOUR CLASS.,1
Best professor I've had.,1
his exams were harder than I think they should have been.,1
Really enthusiastic about material.,1
Made boring lectures fun.,1
Wish I could take more classes with him! Great teacher!.,1
One of the best psych instructors I have had! Eric made the class a lot of fun!.,1
Instructor Egan was very engaging and made going class fun.,1
Eric Egan is an AWESOME professor.,1
He is engaging challenging and obviously loves to teach and cares passionately about his job.,1
Super amazing guy and teacher.,1
DEFINITELY would recommend his class to a friend.,1
Eric managed to make boring material interesting with his wit and jokes while still presenting the material very clearly and in a detailed manner.,1
He was easily one of my favorite instructors.,1
I always enjoyed his lectures and you could tell that he really has a passion for it.,1
Eric is an awesome teacher he really puts in a lot of time and tries to make the material as interesting as possible.,1
The exams are challenging but fair.,1
Presented complicated information in an understandable way.,1
Created a light / fun atmosphere and seemed very knowledgeable in the information.,1
He's a great instructor and I love his sense of humor.,1
Great instructor.,1
Extra credit opportunities were nice as well.,1
Eric is quite easily the strongest instructor I have had,1
He communicates information exceptionally clearly and efficiently adds humourand uses relevant examples to make connections between course material and the real world.,1
I have nothing bad that I can think of to say about his style of and proficiency at teaching.,1
Eric was a great instructor who knew his shit.,1
He didn't have a problem fielding questions or spending extra time explaining things.,1
Class well done.,1
Eric is an excellent instructor.,1
He is very approachable and always willing to elaborate on material if a student is confused or needs further clarification on a topic.,1
Great class i would recommend the course to anyone.,1
Eric is probably the best instructor I've ever had in a large lecture class.,1
He made topics interesting and relevant and worked to keep us interested in the course material.,1
Eric is great about clarifying points and working with students to explain a topic more clearly if needed I always felt like I could approach him for help which is really valuable in an instructor.,1
Eric was a great teacher.,1
He encouraged us to not just study the materials from class but also read the book.,1
He made the not so interesting material tolerable to me personally.,1
He explained the course material throughly and if students had questions he was flexible to answer them outside of class.,1
Overall he's a great teacher and I would recommend him.,1
Eric is a fantastic instructor who did a great job with covering all necessary course material and making it interesting.,1
His tests were a good representation of material he offered opportunity for improvement through extra credit and truly cared about his student doing well in the class.,1
I learned a lot in this course and Eric did a phenomenal job teaching it.,1
I am very glad that he taught my section of the class and I feel I have a solid foundation for other classes pertaining to sensation and perception.,1
This course was very informative and interesting.,1
"What an amazing professor! ""Dave"" really did give me some hope about teaching.",1
again with his enthusiasm and overall commitment to his students; it's a pity I didn't get to take any of his classes earlier in my career.,1
The materials were exciting and interesting but most importantly the overall extra things he did to make the class great,1
Cheers to Dave.,1
I thought the projects were great.,1
I thought the latter half of the semester was more relevant and interesting.,1
Security was a VERY interesting class.,1
Prof Evans was a fantastic teacher and the material was very well covered.,1
I am very happy that it was offered this semester and that I took it.,1
Great professor great class.,1
Highly recommended to all CS majors.,1
The professor was brilliant and really understood the material.,1
he was very interested in the material and really tried to impart a sense of importance of the subject to all of us.,1
Professor Evans was the only professor I had this semester who made an effort to know all of us on a personal level and made lectures relatively fun and interesting.,1
I really enjoyed the course its structure and presentation.,1
I learned more than I thought I would.,1
The course was challenging but the goals for the course were attainable.,1
By far the best class I have taken so far.,1
Great class great teacher so much fun.,1
It's my fault if I fail this class.,1
This course was by farthe most interesting and best taught course I have taken in my life.,1
While I am interested in computer security what set this course apart from others was the quality of teaching.,1
Professor Evans was able to entertain the students while still conveying the information.,1
In addition to what was presented in class links to additional resources were always provided for students who wanted to investigate a particular subject further than was nessasary for the class.,1
Finally he was able to make the course even more interesting by addressing current issues.,1
Evans did a fantastic job with this course.,1
Although most all of my real learning took place when I tried to tackle his problem sets his lectures were great I would never miss one.,1
They served to introduce me to the general ideas and also to get me excited about the topic material in general through humor and examples of how it affected me.,1
He was always very prepared for class.,1
His assignments encouraged me to think creatively in using what I had gotten from readings and his lectures.,1
I hope he gets to teach more classes.,1
I would take them solely because he is the professor.,1
Great Class rather hard though.,1
This has been one of the best courses I have taken.,1
Professor Evans is very knowledgable about computer security and is able to teach it very well.,1
It was an interesting class.,1
I'd like to take a follow-up class if one is ever offered.,1
Evans is awesome.,1
This course is fantastic.,1
Evans is a brilliant person and makes us all smarter just listening to him.,1
His assignments were challenging and original.,1
They made you think (something other profs have a hard time with) thanks for a great class.,1
You rock.,1
The material for the first half of the semester was developed very well and provided a practical knowledge of cryptography.,1
In summary this class was excellent! You covered a lot of topics (unfortunately some had to be covered quickly) but made them all accessible.,1
You knew when to lecture when to bring in props and when to bring in guest speakers.,1
This class was by far and away my favorite this semester.,1
Oh well I'd still do it over again if I had the chance.,1
One of the best classes I've taken.,1
Great class.,1
Great Teacher.,1
Highly recommend.,1
Security was a VERY interesting class.,1
Prof Evans was a fantastic teacher and the material was very well covered.,1
I am very happy that it was offered this semester and that I took it.,1
I learned more than I thought I would.,1
The course was challenging but the goals for the course were attainable.,1
Best teacher,1
The lecturer is excellent,1
Good explanations by Lecturer,1
The lectures are very interesting and make me eager to listen. ,1
The lectures are with real-time examples so I am able to understand better,1
The clear explanation by lecturer,1
I like the topic and how it is taught,1
It is clear and understandble interaction with students,1
The interesting examples the lecturer made are great and helful,1
Handouts are useful and clear.,1
Good lecturer explains things well.,1
The lecture is interesting,1
The lecturer explains very well. He tries to break it down so that you understand. I like his lectures,1
Useful content and good lecturer,1
Best lecturer,1
The module id very useful and the teacher is very interesting,1
The course content is precise and lecturer is very knowledgeable,1
The lecturer is engaging and keeps us interested in the material,1
Lectures are very clear and useful to understand the difficult contents of the module. ,1
Lectures are interesting and relevant,1
Although the module content is very difficult for me when I read the books the lecturer made it easy to understand.,1
Lectures are interesting and refreshing and not boring.,1
The lecturer is friendly and approachable. The content is well suited for novice to advanced student.,1
The lecturer has a firm grip on the content of the module and presents it is a nice way,1
Detailed explanations and clarity,1
The lecturer makes the lectures quite interesting and attractive and the exercise class is very useful,1
The lecturer is excellent it is the only module that I can't even consider missing!,1
Very clear and uptodate it has broaden my understanding,1
The content is relevant and useful it is well presented in an intelligent and interesting manner,1
I mostly like the fact that the arguments are explained in detail so that people who are interested in the module can get an important contribution to their knowledge,1
Lecturer is enthusiastic and looks like he enjoys teaching the course,1
The enthusiastic lecturer - the good content,1
Good use of examples to illustrate a point,1
The lecturer clearly understands his subject bit of humour he uses can awaken the class and make the lecture lively,1
The module as a whole is very well delivered and the lecturer makes it interesting and therefore making a good learning experience,1
Probably the only module this year that is worthwhile going to. Good examples given not just theory,1
The professor has a good speaking and teaching style which keeps me interested.,1
The way the lectures are taught by the lecturer. Everything well explained,1
Good interaction with the students,1
The lecturer for this module is excellent and clear in teaching,1
The actual module content is interesting because the syllabus refers to real world problems and scenarios,1
Interesting taught well exercise classes really good excellent web support,1
 good lecturer who complements the slides with drawn / worked examples,1
Very clear and uptodate it has broaden my understanding,1
The balance between lectures exercises and support material is about right,1
he possesses the highest level of knowledge on the subject ,1
The lecturer manages to cover the material in a lively and engaging manner,1
Well structured. It takes you through the material in a logical order so it is easier to grasp,1
He is an enthusiastic lecturer very practical and he makes sure we can apply the material,1
Subject always covered thoroughly and clearly,1
Information is delivered in a concise and clear way so I can go away and look over the work without worry,1
Great commitment and a willingness to hear our questions and ideas!,1
Clear educational and informative class,1
Good and clear overview of different search tools,1
Responds professionally to challenging students.,1
 Listens and provides a mature respectful response.,1
Demonstrates patience and respectful guidance when interacting with students,1
Builds strong positive relationships with learners,1
Demonstrates passion and enthusiasm,1
 Stays current with the latest trends and innovations,1
Demonstrates active listening with learners and colleagues,1
Demonstrates reliability and consistency with learners,1
Delivers content within the timeframe allotted and is able to manage time efficiently ,1
Uses technology in a learning environment with ease,1
Evaluates the transfer of learning consistently and applies the findings by making changes where appropriate,1
Smiles and presents a happy positive attitude to learners,1
Responds with grace and problem solving to criticisms from learners colleagues or management.,1
 Often exceeds the normal expectations of learners and management,1
Takes great pride in their work and ability to convey information to students that is practical,1
He is kind and helpful to everyone in the classroom ,1
teaches clearly both verbally and through writing,1
offers constructive suggestions to students to enhance their work,1
encourages students in class,1
has an impressive understanding and depth of knowledge about his subject,1
